anio,premio,categoria,ganador
1982,Equipo Ideal,Arquero,Dino Zoff
1982,Equipo Ideal,Defensores,Fulvio Collovati
1982,Equipo Ideal,Defensores,Claudio Gentile
1982,Equipo Ideal,Defensores,Junior
1982,Equipo Ideal,Defensores,Luizinho
1982,Equipo Ideal,Mediocampistas,Zbigniew Boniek
1982,Equipo Ideal,Mediocampistas,Falcao
1982,Equipo Ideal,Mediocampistas,Michel Platini
1982,Equipo Ideal,Mediocampistas,Zico
1982,Equipo Ideal,Delanteros,Paolo Rossi
1982,Equipo Ideal,Delanteros,Karl-Heinz Rummenigge
