anio,premio,categoria,ganador
1982,Balon,Oro,Paolo Rossi
1982,Balon,Plata,Falcao
1982,Balon,Bronce,Karl-Heinz Rummenigge
1982,Botin,Oro,Paolo Rossi
1982,Mejor Jugador Joven,,Manuel Amoros
1982,FIFA Fair Play,,Brasil
