anio,numero_partido,fecha,fase,grupo,seleccion_local,goles_local,goles_visita,seleccion_visita
1954,1,16-Jun-1954,1ra Ronda,1,Yugoslavia,1,0,Francia
1954,2,16-Jun-1954,1ra Ronda,3,Austria,1,0,Escocia
1954,3,16-Jun-1954,1ra Ronda,3,Uruguay,2,0,Checoslovaquia
1954,4,16-Jun-1954,1ra Ronda,1,Brasil,5,0,Mexico
1954,5,17-Jun-1954,1ra Ronda,2,Hungria,9,0,Corea del Sur
1954,6,17-Jun-1954,1ra Ronda,4,Inglaterra,4,4,Belgica
1954,7,17-Jun-1954,1ra Ronda,2,Alemania Occidental,4,1,Turquia
1954,8,17-Jun-1954,1ra Ronda,4,Suiza,2,1,Italia
1954,9,19-Jun-1954,1ra Ronda,1,Francia,3,2,Mexico
1954,10,19-Jun-1954,1ra Ronda,1,Brasil,1,1,Yugoslavia
1954,11,19-Jun-1954,1ra Ronda,3,Austria,5,0,Checoslovaquia
1954,12,19-Jun-1954,1ra Ronda,3,Uruguay,7,0,Escocia
1954,13,20-Jun-1954,1ra Ronda,2,Hungria,8,3,Alemania Occidental
1954,14,20-Jun-1954,1ra Ronda,2,Turquia,7,0,Corea del Sur
1954,15,20-Jun-1954,1ra Ronda,4,Inglaterra,2,0,Suiza
1954,16,20-Jun-1954,1ra Ronda,4,Italia,4,1,Belgica
1954,17,23-Jun-1954,1ra Ronda,4,Suiza,4,1,Italia
1954,18,23-Jun-1954,1ra Ronda,2,Alemania Occidental,7,2,Turquia
1954,19,26-Jun-1954,Cuartos,,Uruguay,4,2,Inglaterra
1954,20,26-Jun-1954,Cuartos,,Austria,7,5,Suiza
1954,21,27-Jun-1954,Cuartos,,Hungria,4,2,Brasil
1954,22,27-Jun-1954,Cuartos,,Alemania Occidental,2,0,Yugoslavia
1954,23,30-Jun-1954,Semis,,Hungria,4,2,Uruguay
1954,24,30-Jun-1954,Semis,,Alemania Occidental,6,1,Austria
1954,25,03-Jul-1954,3er Puesto,,Uruguay,1,3,Austria
1954,26,04-Jul-1954,Final,,Hungria,2,3,Alemania Occidental
