anio,fase,grupo,seleccion
1954,1ra Ronda,1,Brasil
1954,1ra Ronda,1,Francia
1954,1ra Ronda,1,Mexico
1954,1ra Ronda,1,Yugoslavia
1954,1ra Ronda,2,Alemania Occidental
1954,1ra Ronda,2,Corea del Sur
1954,1ra Ronda,2,Hungria
1954,1ra Ronda,2,Turquia
1954,1ra Ronda,3,Austria
1954,1ra Ronda,3,Checoslovaquia
1954,1ra Ronda,3,Escocia
1954,1ra Ronda,3,Uruguay
1954,1ra Ronda,4,Belgica
1954,1ra Ronda,4,Inglaterra
1954,1ra Ronda,4,Italia
1954,1ra Ronda,4,Suiza
