anio,posicion,jugador,goles,partidos,promedio_gol,seleccion
1954,1,Sandor Kocsis,11,5,2.2,Hungria
1954,2,Sepp Huegi,6,3,2.0,Suiza
1954,2,Max Morlock,6,5,1.2,Alemania Occidental
1954,2,Erich Probst,6,5,1.2,Austria
1954,5,Robert Ballaman,4,4,1.0,Suiza
1954,5,Carlos Borges,4,5,0.8,Uruguay
1954,5,Nandor Hidegkuti,4,4,1.0,Hungria
1954,5,Ferenc Puskas,4,3,1.33,Hungria
1954,5,Helmut Rahn,4,4,1.0,Alemania Occidental
1954,5,Hans Schaefer,4,5,0.8,Alemania Occidental
1954,5,Ottmar Walter,4,5,0.8,Alemania Occidental
1954,12,Leopold Anoul,3,2,1.5,Belgica
1954,12,Sargun Burhan,3,2,1.5,Turquia
1954,12,Zoltan Czibor,3,5,0.6,Hungria
1954,12,Juan Hohberg,3,2,1.5,Uruguay
1954,12,Nat Lofthouse,3,2,1.5,Inglaterra
1954,12,Oscar Miguez,3,3,1.0,Uruguay
1954,12,Ernst Stojaspal,3,4,0.75,Austria
1954,12,Mamat Suat,3,2,1.5,Turquia
1954,12,Theodor Wagner,3,4,0.75,Austria
1954,12,Fritz Walter,3,6,0.5,Alemania Occidental
1954,22,Julio Abbadie,2,4,0.5,Uruguay
1954,22,Ivor Broadis,2,3,0.67,Inglaterra
1954,22,Didi,2,3,0.67,Brasil
1954,22,Julinho,2,3,0.67,Brasil
1954,22,Robert Koerner,2,5,0.4,Austria
1954,22,Lefter Kucukandonyadis,2,3,0.67,Turquia
1954,22,Mihaly Lantos,2,5,0.4,Hungria
1954,22,Ernst Ocwirk,2,5,0.4,Austria
1954,22,Peter Palotas,2,2,1.0,Hungria
1954,22,Pinga,2,2,1.0,Brasil
1954,22,Juan Schiaffino,2,5,0.4,Uruguay
1954,33,Javier Ambrois,1,4,0.25,Uruguay
1954,33,Tomas Balcazar,1,2,0.5,Mexico
1954,33,Baltazar,1,2,0.5,Brasil
1954,33,Giampiero Boniperti,1,1,1.0,Italia
1954,33,Rik Coppens,1,2,0.5,Belgica
1954,33,Djalma Santos,1,3,0.33,Brasil
1954,33,Mustafa Erton,1,3,0.33,Turquia
1954,33,Jackie Fatton,1,4,0.25,Suiza
1954,33,Tom Finney,1,3,0.33,Inglaterra
1954,33,Amleto Frignani,1,2,0.5,Italia
1954,33,Carlo Galli,1,2,0.5,Italia
1954,33,Richard Herrmann,1,1,1.0,Alemania Occidental
1954,33,Erol Keskin,1,3,0.33,Turquia
1954,33,Berni Klodt,1,2,0.5,Alemania Occidental
1954,33,Raymond Kopa,1,2,0.5,Francia
1954,33,Jose Lamadrid,1,2,0.5,Mexico
1954,33,Benito Lorenzi,1,3,0.33,Italia
1954,33,Milos Milutinovic,1,3,0.33,Yugoslavia
1954,33,Jimmy Mullen,1,1,1.0,Inglaterra
1954,33,Fulvio Nesti,1,3,0.33,Italia
1954,33,Egisto Pandolfini,1,3,0.33,Italia
1954,33,Alfred Pfaff,1,1,1.0,Alemania Occidental
1954,33,Jozsef Toth,1,2,0.5,Hungria
1954,33,Obdulio Varela,1,3,0.33,Uruguay
1954,33,Jean Vincent,1,2,0.5,Francia
1954,33,Dennis Wilshaw,1,2,0.5,Inglaterra
1954,33,Branko Zebec,1,3,0.33,Yugoslavia
