anio,posicion,jugador,goles,partidos,promedio_gol,seleccion
1966,1,Eusebio,9,6,1.5,Portugal
1966,2,Helmut Haller,6,5,1.2,Alemania Occidental
1966,3,Franz Beckenbauer,4,6,0.67,Alemania Occidental
1966,3,Ferenc Bene,4,4,1.0,Hungria
1966,3,Geoff Hurst,4,3,1.33,Inglaterra
1966,3,Valeriy Porkuyan,4,3,1.33,URSS
1966,7,Luis Artime,3,4,0.75,Argentina
1966,7,Bobby Charlton,3,6,0.5,Inglaterra
1966,7,Roger Hunt,3,6,0.5,Inglaterra
1966,7,Jose Augusto,3,6,0.5,Portugal
1966,7,Eduard Malofeyev,3,5,0.6,URSS
1966,7,Jose Torres,3,6,0.5,Portugal
1966,13,Igor Chislenko,2,4,0.5,URSS
1966,13,Ruben Marcos,2,3,0.67,Chile
1966,13,Kalman Meszoly,2,4,0.5,Hungria
1966,13,Seung Zin Pak,2,4,0.5,Corea del Norte
1966,13,Uwe Seeler,2,6,0.33,Alemania Occidental
1966,18,Amancio,1,2,0.5,Espana
1966,18,Georgi Asparukhov,1,3,0.33,Bulgaria
1966,18,Anatoli Banishevski,1,5,0.2,URSS
1966,18,Paolo Barison,1,2,0.5,Italia
1966,18,Enrique Borja,1,3,0.33,Mexico
1966,18,Julio Cortes,1,4,0.25,Uruguay
1966,18,Hector De Bourgoing,1,1,1.0,Francia
1966,18,Lothar Emmerich,1,4,0.25,Alemania Occidental
1966,18,Janos Farkas,1,4,0.25,Hungria
1966,18,Jose Maria Fuste,1,1,1.0,Espana
1966,18,Garrincha,1,2,0.5,Brasil
1966,18,Gerard Hausser,1,3,0.33,Francia
1966,18,Sigi Held,1,6,0.17,Alemania Occidental
1966,18,Dong Woon Li,1,2,0.5,Corea del Norte
1966,18,Sandro Mazzola,1,3,0.33,Italia
1966,18,Ermindo Onega,1,4,0.25,Argentina
1966,18,Doo Ik Pak,1,4,0.25,Corea del Norte
1966,18,Pele,1,2,0.5,Brasil
1966,18,Martin Peters,1,5,0.2,Inglaterra
1966,18,Pirri,1,2,0.5,Espana
1966,18,Rene Quentin,1,2,0.5,Suiza
1966,18,Rildo,1,1,1.0,Brasil
1966,18,Pedro Rocha,1,4,0.25,Uruguay
1966,18,Manuel Sanchis,1,3,0.33,Espana
1966,18,Simoes,1,6,0.17,Portugal
1966,18,Tostao,1,1,1.0,Brasil
1966,18,Wolfgang Weber,1,6,0.17,Alemania Occidental
1966,18,Seung Kook Yang,1,2,0.5,Corea del Norte
