anio,fase,grupo,seleccion
1966,1ra Ronda,1,Francia
1966,1ra Ronda,1,Inglaterra
1966,1ra Ronda,1,Mexico
1966,1ra Ronda,1,Uruguay
1966,1ra Ronda,2,Alemania Occidental
1966,1ra Ronda,2,Argentina
1966,1ra Ronda,2,Espana
1966,1ra Ronda,2,Suiza
1966,1ra Ronda,3,Brasil
1966,1ra Ronda,3,Bulgaria
1966,1ra Ronda,3,Hungria
1966,1ra Ronda,3,Portugal
1966,1ra Ronda,4,Chile
1966,1ra Ronda,4,Corea del Norte
1966,1ra Ronda,4,Italia
1966,1ra Ronda,4,URSS
