anio,premio,categoria,ganador
1998,Balon,Oro,Ronaldo
1998,Balon,Plata,Davor Suker
1998,Balon,Bronce,Lilian Thuram
1998,Botin,Oro,Davor Suker
1998,Guante,Oro,Fabien Barthez
1998,Mejor Jugador Joven,,Michael Owen
1998,FIFA Fair Play,,Francia
