anio,numero_partido,fecha,fase,grupo,seleccion_local,goles_local,goles_visita,seleccion_visita
1998,1,10-Jun-1998,1ra Ronda,A,Brasil,2,1,Escocia
1998,2,10-Jun-1998,1ra Ronda,A,Marruecos,2,2,Noruega
1998,3,11-Jun-1998,1ra Ronda,B,Camerun,1,1,Austria
1998,4,11-Jun-1998,1ra Ronda,B,Italia,2,2,Chile
1998,5,12-Jun-1998,1ra Ronda,C,Arabia Saudita,0,1,Dinamarca
1998,6,12-Jun-1998,1ra Ronda,C,Francia,3,0,Sudafrica
1998,7,12-Jun-1998,1ra Ronda,D,Paraguay,0,0,Bulgaria
1998,8,13-Jun-1998,1ra Ronda,E,Paises Bajos,0,0,Belgica
1998,9,13-Jun-1998,1ra Ronda,E,Corea del Sur,1,3,Mexico
1998,10,13-Jun-1998,1ra Ronda,D,Espana,2,3,Nigeria
1998,11,14-Jun-1998,1ra Ronda,H,Jamaica,1,3,Croacia
1998,12,14-Jun-1998,1ra Ronda,F,RF de Yugoslavia,1,0,Iran
1998,13,14-Jun-1998,1ra Ronda,H,Argentina,1,0,Japon
1998,14,15-Jun-1998,1ra Ronda,F,Alemania,2,0,Estados Unidos
1998,15,15-Jun-1998,1ra Ronda,G,Rumania,1,0,Colombia
1998,16,15-Jun-1998,1ra Ronda,G,Inglaterra,2,0,Tunez
1998,17,16-Jun-1998,1ra Ronda,A,Escocia,1,1,Noruega
1998,18,16-Jun-1998,1ra Ronda,A,Brasil,3,0,Marruecos
1998,19,17-Jun-1998,1ra Ronda,B,Chile,1,1,Austria
1998,20,17-Jun-1998,1ra Ronda,B,Italia,3,0,Camerun
1998,21,18-Jun-1998,1ra Ronda,C,Francia,4,0,Arabia Saudita
1998,22,18-Jun-1998,1ra Ronda,C,Sudafrica,1,1,Dinamarca
1998,23,19-Jun-1998,1ra Ronda,D,Nigeria,1,0,Bulgaria
1998,24,19-Jun-1998,1ra Ronda,D,Espana,0,0,Paraguay
1998,25,20-Jun-1998,1ra Ronda,E,Paises Bajos,5,0,Corea del Sur
1998,26,20-Jun-1998,1ra Ronda,E,Belgica,2,2,Mexico
1998,27,20-Jun-1998,1ra Ronda,H,Japon,0,1,Croacia
1998,28,21-Jun-1998,1ra Ronda,H,Argentina,5,0,Jamaica
1998,29,21-Jun-1998,1ra Ronda,F,Alemania,2,2,RF de Yugoslavia
1998,30,21-Jun-1998,1ra Ronda,F,Estados Unidos,1,2,Iran
1998,31,22-Jun-1998,1ra Ronda,G,Colombia,1,0,Tunez
1998,32,22-Jun-1998,1ra Ronda,G,Rumania,2,1,Inglaterra
1998,33,23-Jun-1998,1ra Ronda,B,Italia,2,1,Austria
1998,34,23-Jun-1998,1ra Ronda,A,Escocia,0,3,Marruecos
1998,35,23-Jun-1998,1ra Ronda,A,Brasil,1,2,Noruega
1998,36,23-Jun-1998,1ra Ronda,B,Chile,1,1,Camerun
1998,37,24-Jun-1998,1ra Ronda,D,Espana,6,1,Bulgaria
1998,38,24-Jun-1998,1ra Ronda,C,Francia,2,1,Dinamarca
1998,39,24-Jun-1998,1ra Ronda,D,Nigeria,1,3,Paraguay
1998,40,24-Jun-1998,1ra Ronda,C,Sudafrica,2,2,Arabia Saudita
1998,41,25-Jun-1998,1ra Ronda,E,Belgica,1,1,Corea del Sur
1998,42,25-Jun-1998,1ra Ronda,E,Paises Bajos,2,2,Mexico
1998,43,25-Jun-1998,1ra Ronda,F,Alemania,2,0,Iran
1998,44,25-Jun-1998,1ra Ronda,F,Estados Unidos,0,1,RF de Yugoslavia
1998,45,26-Jun-1998,1ra Ronda,G,Rumania,1,1,Tunez
1998,46,26-Jun-1998,1ra Ronda,G,Colombia,0,2,Inglaterra
1998,47,26-Jun-1998,1ra Ronda,H,Japon,1,2,Jamaica
1998,48,26-Jun-1998,1ra Ronda,H,Argentina,1,0,Croacia
1998,49,27-Jun-1998,Octavos,,Brasil,4,1,Chile
1998,50,27-Jun-1998,Octavos,,Italia,1,0,Noruega
1998,51,28-Jun-1998,Octavos,,Nigeria,1,4,Dinamarca
1998,52,28-Jun-1998,Octavos,,Francia,1,0,Paraguay
1998,53,29-Jun-1998,Octavos,,Alemania,2,1,Mexico
1998,54,29-Jun-1998,Octavos,,Paises Bajos,2,1,RF de Yugoslavia
1998,55,30-Jun-1998,Octavos,,Argentina,2,2,Inglaterra
1998,56,30-Jun-1998,Octavos,,Rumania,0,1,Croacia
1998,57,03-Jul-1998,Cuartos,,Italia,0,0,Francia
1998,58,03-Jul-1998,Cuartos,,Brasil,3,2,Dinamarca
1998,59,04-Jul-1998,Cuartos,,Alemania,0,3,Croacia
1998,60,04-Jul-1998,Cuartos,,Paises Bajos,2,1,Argentina
1998,61,07-Jul-1998,Semis,,Brasil,1,1,Paises Bajos
1998,62,08-Jul-1998,Semis,,Francia,2,1,Croacia
1998,63,11-Jul-1998,3er Puesto,,Paises Bajos,1,2,Croacia
1998,64,12-Jul-1998,Final,,Brasil,0,3,Francia
