anio,posicion,jugador,goles,partidos,promedio_gol,seleccion
1962,1,Florian Albert,4,3,1.33,Hungria
1962,1,Garrincha,4,6,0.67,Brasil
1962,1,Valentin Ivanov,4,4,1.0,URSS
1962,1,Drazen Jerkovic,4,6,0.67,Yugoslavia
1962,1,Leonel Sanchez,4,6,0.67,Chile
1962,1,Vava,4,6,0.67,Brasil
1962,7,Amarildo,3,4,0.75,Brasil
1962,7,Milan Galic,3,6,0.5,Yugoslavia
1962,7,Adolf Scherer,3,6,0.5,Checoslovaquia
1962,7,Lajos Tichy,3,4,0.75,Hungria
1962,11,Giacomo Bulgarelli,2,1,2.0,Italia
1962,11,Igor Chislenko,2,3,0.67,URSS
1962,11,Ron Flowers,2,4,0.5,Inglaterra
1962,11,Viktor Ponedelnik,2,4,0.5,URSS
1962,11,Jaime Ramirez,2,6,0.33,Chile
1962,11,Eladio Rojas,2,6,0.33,Chile
1962,11,Jose Sasia,2,3,0.67,Uruguay
1962,11,Uwe Seeler,2,4,0.5,Alemania Occidental
1962,11,Jorge Toro,2,5,0.4,Chile
1962,20,German Aceros,1,3,0.33,Colombia
1962,20,Adelardo,1,1,1.0,Espana
1962,20,Albert Bruells,1,4,0.25,Alemania Occidental
1962,20,Angel Cabrera,1,2,0.5,Uruguay
1962,20,Bobby Charlton,1,4,0.25,Inglaterra
1962,20,Marcos Coll,1,3,0.33,Colombia
1962,20,Luis Cubilla,1,2,0.5,Uruguay
1962,20,Alfredo Del Aguila,1,3,0.33,Mexico
1962,20,Isidoro Diaz,1,3,0.33,Mexico
1962,20,Hector Facundo,1,2,0.5,Argentina
1962,20,Jimmy Greaves,1,4,0.25,Inglaterra
1962,20,Hector Hernandez,1,3,0.33,Mexico
1962,20,Gerry Hitchens,1,2,0.5,Inglaterra
1962,20,Josef Kadraba,1,3,0.33,Checoslovaquia
1962,20,Marino Klinger,1,3,0.33,Colombia
1962,20,Aleksei Mamykin,1,2,0.5,URSS
1962,20,Vaclav Masek,1,1,1.0,Checoslovaquia
1962,20,Josef Masopust,1,6,0.17,Checoslovaquia
1962,20,Vojislav Melic,1,2,0.5,Yugoslavia
1962,20,Bruno Mora,1,2,0.5,Italia
1962,20,Joaquin Peiro,1,2,0.5,Espana
1962,20,Pele,1,2,0.5,Brasil
1962,20,Antonio Rada,1,2,0.5,Colombia
1962,20,Petar Radakovic,1,5,0.2,Yugoslavia
1962,20,Jose Sanfilippo,1,2,0.5,Argentina
1962,20,Heinz Schneiter,1,3,0.33,Suiza
1962,20,Josip Skoblar,1,5,0.2,Yugoslavia
1962,20,Georgi Sokolov,1,2,0.5,Bulgaria
1962,20,Erno Solymosi,1,4,0.25,Hungria
1962,20,Josef Stibranyi,1,3,0.33,Checoslovaquia
1962,20,Horst Szymaniak,1,4,0.25,Alemania Occidental
1962,20,Rolf Wuethrich,1,3,0.33,Suiza
1962,20,Zagallo,1,6,0.17,Brasil
1962,20,Zito,1,6,0.17,Brasil
1962,20,Francisco Zuluaga,1,1,1.0,Colombia
