anio,premio,categoria,ganador
1986,Balon,Oro,Diego Maradona
1986,Balon,Plata,Harald Schumacher
1986,Balon,Bronce,Preben Elkjaer Larsen
1986,Botin,Oro,Gary Lineker
1986,Mejor Jugador Joven,,Enzo Scifo
1986,FIFA Fair Play,,Brasil
