anio,premio,categoria,ganador
2002,Balon,Oro,Oliver Kahn
2002,Balon,Plata,Ronaldo
2002,Balon,Bronce,Myung Bo Hong
2002,Botin,Oro,Ronaldo
2002,Guante,Oro,Oliver Kahn
2002,Mejor Jugador Joven,,Landon Donovan
2002,FIFA Fair Play,,Belgica
