anio,posicion,jugador,goles,partidos,promedio_gol,seleccion
2002,1,Ronaldo,8,7,1.14,Brasil
2002,2,Miroslav Klose,5,7,0.71,Alemania
2002,2,Rivaldo,5,7,0.71,Brasil
2002,4,Jon Dahl Tomasson,4,4,1.0,Dinamarca
2002,4,Christian Vieri,4,4,1.0,Italia
2002,6,Michael Ballack,3,6,0.5,Alemania
2002,6,Bouba Diop,3,5,0.6,Senegal
2002,6,Robbie Keane,3,4,0.75,Irlanda
2002,6,Henrik Larsson,3,4,0.75,Suecia
2002,6,Ilhan Mansiz,3,7,0.43,Turquia
2002,6,Fernando Morientes,3,5,0.6,Espana
2002,6,Pauleta,3,3,1.0,Portugal
2002,6,Raul,3,4,0.75,Espana
2002,6,Marc Wilmots,3,4,0.75,Belgica
2002,15,Jung Hwan Ahn,2,7,0.29,Corea del Sur
2002,15,Jared Borgetti,2,4,0.5,Mexico
2002,15,Henri Camara,2,4,0.5,Senegal
2002,15,Nelson Cuevas,2,2,1.0,Paraguay
2002,15,Umit Davala,2,7,0.29,Turquia
2002,15,Landon Donovan,2,5,0.4,Estados Unidos
2002,15,Ronald Gomez,2,3,0.67,Costa Rica
2002,15,Fernando Hierro,2,4,0.5,Espana
2002,15,Junichi Inamoto,2,4,0.5,Japon
2002,15,Brian Mcbride,2,5,0.4,Estados Unidos
2002,15,Michael Owen,2,5,0.4,Inglaterra
2002,15,Ronaldinho,2,5,0.4,Brasil
2002,15,Hasan Sas,2,6,0.33,Turquia
2002,28,Milenko Acimovic,1,3,0.33,Eslovenia
2002,28,Julius Aghahowa,1,3,0.33,Nigeria
2002,28,Niclas Alexandersson,1,4,0.25,Suecia
2002,28,Francisco Arce,1,4,0.25,Paraguay
2002,28,Gabriel Batistuta,1,3,0.33,Argentina
2002,28,David Beckham,1,5,0.2,Inglaterra
2002,28,Emre Belozoglu,1,6,0.17,Turquia
2002,28,Vladimir Beschastnykh,1,3,0.33,Rusia
2002,28,Beto,1,3,0.33,Portugal
2002,28,Oliver Bierhoff,1,5,0.2,Alemania
2002,28,Cuauhtemoc Blanco,1,4,0.25,Mexico
2002,28,Marco Bode,1,6,0.17,Alemania
2002,28,Raouf Bouzaiene,1,3,0.33,Tunez
2002,28,Gary Breen,1,4,0.25,Irlanda
2002,28,Sol Campbell,1,5,0.2,Inglaterra
2002,28,Jorge Campos,1,4,0.25,Paraguay
2002,28,Sebastijan Cimirotic,1,3,0.33,Eslovenia
2002,28,Hernan Crespo,1,3,0.33,Argentina
2002,28,Alessandro Del Piero,1,3,0.33,Italia
2002,28,Agustin Delgado,1,3,0.33,Ecuador
2002,28,Salif Diao,1,3,0.33,Senegal
2002,28,Damien Duff,1,4,0.25,Irlanda
2002,28,Edmilson,1,6,0.17,Brasil
2002,28,Samuel Eto'o,1,3,0.33,Camerun
2002,28,Khalilou Fadiga,1,4,0.25,Senegal
2002,28,Rio Ferdinand,1,5,0.2,Inglaterra
2002,28,Diego Forlan,1,1,1.0,Uruguay
2002,28,Quinton Fortune,1,3,0.33,Sudafrica
2002,28,Emile Heskey,1,5,0.2,Inglaterra
2002,28,Matt Holland,1,4,0.25,Irlanda
2002,28,Sun Hong Hwang,1,5,0.2,Corea del Sur
2002,28,Carsten Jancker,1,3,0.33,Alemania
2002,28,Junior,1,1,1.0,Brasil
2002,28,Valeri Karpin,1,3,0.33,Rusia
2002,28,Bulent Korkmaz,1,6,0.17,Turquia
2002,28,Pawel Kryszalowicz,1,3,0.33,Polonia
2002,28,Eul Yong Lee,1,4,0.25,Corea del Sur
2002,28,Thomas Linke,1,7,0.14,Alemania
2002,28,Clint Mathis,1,3,0.33,Estados Unidos
2002,28,Patrick Mboma,1,3,0.33,Camerun
2002,28,Benni Mccarthy,1,3,0.33,Sudafrica
2002,28,Edison Mendez,1,3,0.33,Ecuador
2002,28,Gaizka Mendieta,1,3,0.33,Espana
2002,28,Teboho Mokoena,1,3,0.33,Sudafrica
2002,28,Richard Morales,1,2,0.5,Uruguay
2002,28,Hiroaki Morishima,1,3,0.33,Japon
2002,28,Hidetoshi Nakata,1,4,0.25,Japon
2002,28,Oliver Neuville,1,6,0.17,Alemania
2002,28,Siyabonga Nomvethe,1,2,0.5,Sudafrica
2002,28,John O'Brien,1,5,0.2,Estados Unidos
2002,28,Ivica Olic,1,2,0.5,Croacia
2002,28,Emmanuel Olisadebe,1,3,0.33,Polonia
2002,28,Ji Sung Park,1,7,0.14,Corea del Sur
2002,28,Winston Parks,1,2,0.5,Costa Rica
2002,28,Lucas Radebe,1,3,0.33,Sudafrica
2002,28,Milan Rapaic,1,3,0.33,Croacia
2002,28,Alvaro Recoba,1,3,0.33,Uruguay
2002,28,Roberto Carlos,1,6,0.17,Brasil
2002,28,Dario Rodriguez,1,3,0.33,Uruguay
2002,28,Dennis Rommedahl,1,4,0.25,Dinamarca
2002,28,Rui Costa,1,2,0.5,Portugal
2002,28,Roque Santa Cruz,1,4,0.25,Paraguay
2002,28,Bernd Schneider,1,7,0.14,Alemania
2002,28,Ki Hyeon Seol,1,7,0.14,Corea del Sur
2002,28,Wesley Sonck,1,4,0.25,Belgica
2002,28,Chong Gug Song,1,7,0.14,Corea del Sur
2002,28,Hakan Sukur,1,7,0.14,Turquia
2002,28,Takayuki Suzuki,1,4,0.25,Japon
2002,28,Anders Svensson,1,4,0.25,Suecia
2002,28,Dmitri Sychev,1,3,0.33,Rusia
2002,28,Egor Titov,1,3,0.33,Rusia
2002,28,Gerardo Torrado,1,4,0.25,Mexico
2002,28,Juan Carlos Valeron,1,4,0.25,Espana
2002,28,Peter Van Der Heyden,1,2,0.5,Belgica
2002,28,Johan Walem,1,3,0.33,Belgica
2002,28,Paulo Wanchope,1,3,0.33,Costa Rica
2002,28,Mauricio Wright,1,3,0.33,Costa Rica
2002,28,Sang Chul Yoo,1,7,0.14,Corea del Sur
2002,28,Marcin Zewlakow,1,3,0.33,Polonia
