anio,fase,grupo,seleccion
1950,1ra Ronda,1,Brasil
1950,1ra Ronda,1,Mexico
1950,1ra Ronda,1,Suiza
1950,1ra Ronda,1,Yugoslavia
1950,1ra Ronda,2,Chile
1950,1ra Ronda,2,Espana
1950,1ra Ronda,2,Estados Unidos
1950,1ra Ronda,2,Inglaterra
1950,1ra Ronda,3,Italia
1950,1ra Ronda,3,Paraguay
1950,1ra Ronda,3,Suecia
1950,1ra Ronda,4,Bolivia
1950,1ra Ronda,4,Uruguay
1950,Ronda Final,final,Brasil
1950,Ronda Final,final,Espana
1950,Ronda Final,final,Suecia
1950,Ronda Final,final,Uruguay
