anio,posicion,jugador,goles,partidos,promedio_gol,seleccion
1930,1,Guillermo Stabile,8,4,2.0,Argentina
1930,2,Pedro Cea,5,4,1.25,Uruguay
1930,3,Bert Patenaude,4,3,1.33,Estados Unidos
1930,4,Juan Anselmo,3,2,1.5,Uruguay
1930,4,Ivica Bek,3,3,1.0,Yugoslavia
1930,4,Carlos Peucelle,3,4,0.75,Argentina
1930,4,Preguinho,3,2,1.5,Brasil
1930,8,Hector Castro,2,2,1.0,Uruguay
1930,8,Pablo Dorado,2,3,0.67,Uruguay
1930,8,Victoriano Iriarte,2,4,0.5,Uruguay
1930,8,Andre Maschinot,2,2,1.0,Francia
1930,8,Moderato,2,1,2.0,Brasil
1930,8,Luis Monti,2,4,0.5,Argentina
1930,8,Manuel Rosas,2,3,0.67,Mexico
1930,8,Guillermo Subiabre,2,3,0.67,Chile
1930,8,Carlos Vidal,2,3,0.67,Chile
1930,8,Adolfo Zumelzu,2,1,2.0,Argentina
1930,18,Jim Brown,1,3,0.33,Estados Unidos
1930,18,Juan Carreno,1,3,0.33,Mexico
1930,18,Adalbert Desu,1,2,0.5,Rumania
1930,18,Mario Evaristo,1,4,0.25,Argentina
1930,18,Tom Florie,1,3,0.33,Estados Unidos
1930,18,Roberto Gayon,1,2,0.5,Mexico
1930,18,Nicolae Kovacs,1,2,0.5,Rumania
1930,18,Marcel Langiller,1,3,0.33,Francia
1930,18,Lucien Laurent,1,2,0.5,Francia
1930,18,Blagoje Marjanovic,1,3,0.33,Yugoslavia
1930,18,Bart Mcghee,1,3,0.33,Estados Unidos
1930,18,Hector Scarone,1,3,0.33,Uruguay
1930,18,Alejandro Scopelli,1,1,1.0,Argentina
1930,18,Branislav Sekulic,1,2,0.5,Yugoslavia
1930,18,Luis Souza,1,2,0.5,Peru
1930,18,Constantin Stanciu,1,1,1.0,Rumania
1930,18,Aleksandar Tirnanic,1,3,0.33,Yugoslavia
1930,18,Francisco Varallo,1,4,0.25,Argentina
1930,18,Luis Vargas Pena,1,2,0.5,Paraguay
1930,18,Djordje Vujadinovic,1,3,0.33,Yugoslavia
