anio,fase,grupo,seleccion
1930,1ra Ronda,1,Argentina
1930,1ra Ronda,1,Chile
1930,1ra Ronda,1,Francia
1930,1ra Ronda,1,Mexico
1930,1ra Ronda,2,Bolivia
1930,1ra Ronda,2,Brasil
1930,1ra Ronda,2,Yugoslavia
1930,1ra Ronda,3,Peru
1930,1ra Ronda,3,Rumania
1930,1ra Ronda,3,Uruguay
1930,1ra Ronda,4,Belgica
1930,1ra Ronda,4,Estados Unidos
1930,1ra Ronda,4,Paraguay
