anio,posicion,jugador,goles,partidos,promedio_gol,seleccion
1978,1,Mario Kempes,6,7,0.86,Argentina
1978,2,Teofilo Cubillas,5,6,0.83,Peru
1978,2,Rob Rensenbrink,5,7,0.71,Paises Bajos
1978,4,Hans Krankl,4,6,0.67,Austria
1978,4,Leopoldo Luque,4,5,0.8,Argentina
1978,6,Dirceu,3,7,0.43,Brasil
1978,6,Johnny Rep,3,7,0.43,Paises Bajos
1978,6,Roberto Dinamite,3,5,0.6,Brasil
1978,6,Paolo Rossi,3,7,0.43,Italia
1978,6,Karl-Heinz Rummenigge,3,5,0.6,Alemania Occidental
1978,11,Daniel Bertoni,2,6,0.33,Argentina
1978,11,Roberto Bettega,2,7,0.29,Italia
1978,11,Zbigniew Boniek,2,6,0.33,Polonia
1978,11,Ernie Brandts,2,4,0.5,Paises Bajos
1978,11,Heinz Flohe,2,4,0.5,Alemania Occidental
1978,11,Archie Gemmill,2,3,0.67,Escocia
1978,11,Arie Haan,2,6,0.33,Paises Bajos
1978,11,Grzegorz Lato,2,6,0.33,Polonia
1978,11,Dieter Mueller,2,4,0.5,Alemania Occidental
1978,11,Nelinho,2,4,0.5,Brasil
1978,21,Ruediger Abramczik,1,3,0.33,Alemania Occidental
1978,21,Juan Manuel Asensi,1,3,0.33,Espana
1978,21,Romeo Benetti,1,6,0.17,Italia
1978,21,Marc Berdoll,1,2,0.5,Francia
1978,21,Franco Causio,1,7,0.14,Italia
1978,21,Karoly Csapo,1,3,0.33,Hungria
1978,21,Cesar Cueto,1,6,0.17,Peru
1978,21,Kenny Dalglish,1,3,0.33,Escocia
1978,21,Iraj Danayfar,1,2,0.5,Iran
1978,21,Dani,1,1,1.0,Espana
1978,21,Kazimierz Deyna,1,6,0.17,Polonia
1978,21,Mokhtar Douieb,1,3,0.33,Tunez
1978,21,Nejib Ghommidh,1,3,0.33,Tunez
1978,21,Bernd Hoelzenbein,1,3,0.33,Alemania Occidental
1978,21,Rene Houseman,1,6,0.17,Argentina
1978,21,Joe Jordan,1,3,0.33,Escocia
1978,21,Ali Kaabi,1,3,0.33,Tunez
1978,21,Bernard Lacombe,1,2,0.5,Francia
1978,21,Christian Lopez,1,2,0.5,Francia
1978,21,Hansi Mueller,1,4,0.25,Alemania Occidental
1978,21,Dick Nanninga,1,4,0.25,Paises Bajos
1978,21,Erich Obermayer,1,6,0.17,Austria
1978,21,Daniel Passarella,1,7,0.14,Argentina
1978,21,Michel Platini,1,3,0.33,Francia
1978,21,Victor Rangel,1,3,0.33,Mexico
1978,21,Reinaldo,1,3,0.33,Brasil
1978,21,Dominique Rocheteau,1,2,0.5,Francia
1978,21,Hassan Rowshan,1,3,0.33,Iran
1978,21,Walter Schachner,1,3,0.33,Austria
1978,21,Thomas Sjoberg,1,3,0.33,Suecia
1978,21,Andrzej Szarmach,1,5,0.2,Polonia
1978,21,Alberto Tarantini,1,7,0.14,Argentina
1978,21,Andras Toth,1,1,1.0,Hungria
1978,21,Rene Van De Kerkhof,1,7,0.14,Paises Bajos
1978,21,Willy Van De Kerkhof,1,7,0.14,Paises Bajos
1978,21,Arturo Vasquez,1,3,0.33,Mexico
1978,21,Jose Velasquez,1,5,0.2,Peru
1978,21,Renato Zaccarelli,1,5,0.2,Italia
1978,21,Zico,1,6,0.17,Brasil
1978,21,Sandor Zombori,1,3,0.33,Hungria
