anio,posicion,jugador,goles,partidos,promedio_gol,seleccion
1938,1,Leonidas,7,4,1.75,Brasil
1938,2,Silvio Piola,5,4,1.25,Italia
1938,2,Gyorgy Sarosi,5,4,1.25,Hungria
1938,2,Gyula Zsengeller,5,4,1.25,Hungria
1938,5,Gino Colaussi,4,3,1.33,Italia
1938,5,Ernest Wilimowski,4,1,4.0,Polonia
1938,7,Andre Abegglen,3,3,1.0,Suiza
1938,7,Tore Keller,3,2,1.5,Suecia
1938,7,Arne Nyberg,3,3,1.0,Suecia
1938,7,Peracio,3,4,0.75,Brasil
1938,7,Romeu,3,4,0.75,Brasil
1938,7,Hector Socorro,3,3,1.0,Cuba
1938,7,Gustav Wetterstrom,3,2,1.5,Suecia
1938,14,Stefan Dobay,2,2,1.0,Rumania
1938,14,Oldrich Nejedly,2,2,1.0,Checoslovaquia
1938,14,Jean Nicolas,2,2,1.0,Francia
1938,17,Harry Andersson,1,3,0.33,Suecia
1938,17,Iuliu Baratky,1,2,0.5,Rumania
1938,17,Fredy Bickel,1,3,0.33,Suiza
1938,17,Silviu Bindea,1,1,1.0,Rumania
1938,17,Arne Brustad,1,1,1.0,Noruega
1938,17,Tomas Fernandez,1,3,0.33,Cuba
1938,17,Pietro Ferraris,1,1,1.0,Italia
1938,17,Josef Gauchel,1,1,1.0,Alemania
1938,17,Wilhelm Hahnemann,1,2,0.5,Alemania
1938,17,Oscar Heisserer,1,2,0.5,Francia
1938,17,Henri Isemborghs,1,1,1.0,Belgica
1938,17,Sven Jonasson,1,3,0.33,Suecia
1938,17,Vilmos Kohut,1,2,0.5,Hungria
1938,17,Vlastimil Kopecky,1,3,0.33,Checoslovaquia
1938,17,Josef Kostalek,1,3,0.33,Checoslovaquia
1938,17,Jose Magrina,1,2,0.5,Cuba
1938,17,Giuseppe Meazza,1,4,0.25,Italia
1938,17,Roberto,1,2,0.5,Brasil
1938,17,Ferenc Sas,1,4,0.25,Hungria
1938,17,Fryedryk Szerfke,1,1,1.0,Polonia
1938,17,Pal Titkos,1,2,0.5,Hungria
1938,17,Geza Toldi,1,2,0.5,Hungria
1938,17,Emile Veinante,1,2,0.5,Francia
1938,17,Eugen Walachek,1,3,0.33,Suiza
1938,17,Josef Zeman,1,1,1.0,Checoslovaquia
