anio,premio,categoria,ganador
2022,Balon,Oro,Lionel Messi
2022,Balon,Plata,Kylian Mbappe
2022,Balon,Bronce,Luka Modric
2022,Botin,Oro,Kylian Mbappe
2022,Botin,Plata,Lionel Messi
2022,Botin,Bronce,Olivier Giroud
2022,Guante,Oro,Emiliano Martinez
2022,Mejor Jugador Joven,,Enzo Fernandez
2022,FIFA Fair Play,,Inglaterra
