anio,posicion,jugador,goles,partidos,promedio_gol,seleccion
2022,32,Raphaël Guerreiro,1,4,0.25,Portugal
2022,32,Ilkay Gundogan,1,3,0.33,Alemania
2022,32,Josko Gvardiol,1,7,0.14,Croacia
2022,32,Jordan Henderson,1,4,0.25,Inglaterra
2022,32,Theo Hernandez,1,6,0.17,Francia
2022,32,Ricardo Horta,1,3,0.33,Portugal
2022,32,Hee-chan Hwang,1,2,0.5,Corea del Sur
2022,32,Wahbi Khazri,1,2,0.5,Tunez
2022,32,Young-Gwon Kim,1,4,0.25,Corea del Sur
2022,32,Davy Klaassen,1,4,0.25,Paises Bajos
2022,32,Randal Kolo Muani,1,3,0.33,Francia
2022,32,Kalidou Koulibaly,1,4,0.25,Senegal
2022,32,Mathew Leckie,1,4,0.25,Australia
2022,32,Marko Livaja,1,6,0.17,Croacia
2022,32,Alexis Mac Allister,1,6,0.17,Argentina
2022,32,Daizen Maeda,1,3,0.33,Japon
2022,32,Lovro Majer,1,7,0.14,Croacia
2022,32,Henry Martin,1,2,0.5,Mexico
2022,32,Sergej Milinković-Savić,1,3,0.33,Serbia
2022,32,Nahuel Molina,1,7,0.14,Argentina
2022,32,Mohammed Muntari,1,3,0.33,Catar
2022,32,Dani Olmo,1,4,0.25,Espana
2022,32,Mislav Orsic,1,6,0.17,Croacia
2022,32,Seung-ho Paik,1,1,1.0,Corea del Sur
2022,32,Lucas Paqueta,1,4,0.25,Brasil
2022,32,Strahinja Pavlovic,1,3,0.33,Serbia
2022,32,Pepe,1,4,0.25,Portugal
2022,32,Ivan Perisic,1,7,0.14,Croacia
2022,32,Bruno Petkovic,1,6,0.17,Croacia
2022,32,Christian Pulisic,1,4,0.25,Estados Unidos
2022,32,Adrien Rabiot,1,6,0.17,Francia
2022,32,Ramin Rezaeian,1,2,0.5,Iran
2022,32,Cristiano Ronaldo,1,5,0.2,Portugal
2022,32,Romain Saïss,1,6,0.17,Marruecos
2022,32,Mohammed Salisu,1,3,0.33,Ghana
2022,32,Ismaïla Sarr,1,4,0.25,Senegal
2022,32,Xherdan Shaqiri,1,3,0.33,Suiza
2022,32,Carlos Soler,1,2,0.5,Espana
2022,32,Raheem Sterling,1,3,0.33,Inglaterra
2022,32,Ao Tanaka,1,3,0.33,Japon
2022,32,Aurelien Tchouameni,1,7,0.14,Francia
2022,32,Yeltsin Tejeda,1,3,0.33,Costa Rica
2022,32,Juan Pablo Vargas,1,1,1.0,Costa Rica
2022,32,Vinicius Junior,1,4,0.25,Brasil
2022,32,Dusan Vlahovic,1,2,0.5,Serbia
2022,32,Tim Weah,1,4,0.25,Estados Unidos
2022,32,Haji Wright,1,4,0.25,Estados Unidos
2022,32,Piotr Zieliński,1,4,0.25,Polonia
2022,32,Hakim Ziyech,1,7,0.14,Marruecos
