anio,numero_partido,fecha,fase,grupo,seleccion_local,goles_local,goles_visita,seleccion_visita
2022,1,20-Nov-2022,1ra Ronda,A,Catar,0,2,Ecuador
2022,2,21-Nov-2022,1ra Ronda,B,Inglaterra,6,2,Iran
2022,3,21-Nov-2022,1ra Ronda,A,Senegal,0,2,Paises Bajos
2022,4,21-Nov-2022,1ra Ronda,B,Estados Unidos,1,1,Gales
2022,5,22-Nov-2022,1ra Ronda,C,Argentina,1,2,Arabia Saudita
2022,6,22-Nov-2022,1ra Ronda,D,Dinamarca,0,0,Tunez
2022,7,22-Nov-2022,1ra Ronda,C,Mexico,0,0,Polonia
2022,8,22-Nov-2022,1ra Ronda,D,Francia,4,1,Australia
2022,9,23-Nov-2022,1ra Ronda,F,Marruecos,0,0,Croacia
2022,10,23-Nov-2022,1ra Ronda,E,Alemania,1,2,Japon
2022,11,23-Nov-2022,1ra Ronda,E,Espana,7,0,Costa Rica
2022,12,23-Nov-2022,1ra Ronda,F,Belgica,1,0,Canada
2022,13,24-Nov-2022,1ra Ronda,G,Suiza,1,0,Camerun
2022,14,24-Nov-2022,1ra Ronda,H,Uruguay,0,0,Corea del Sur
2022,15,24-Nov-2022,1ra Ronda,H,Portugal,3,2,Ghana
2022,16,24-Nov-2022,1ra Ronda,G,Brasil,2,0,Serbia
2022,17,25-Nov-2022,1ra Ronda,B,Gales,0,2,Iran
2022,18,25-Nov-2022,1ra Ronda,A,Catar,1,3,Senegal
2022,19,25-Nov-2022,1ra Ronda,A,Paises Bajos,1,1,Ecuador
2022,20,25-Nov-2022,1ra Ronda,B,Inglaterra,0,0,Estados Unidos
2022,21,26-Nov-2022,1ra Ronda,D,Tunez,0,1,Australia
2022,22,26-Nov-2022,1ra Ronda,C,Polonia,2,0,Arabia Saudita
2022,23,26-Nov-2022,1ra Ronda,D,Francia,2,1,Dinamarca
2022,24,26-Nov-2022,1ra Ronda,C,Argentina,2,0,Mexico
2022,25,27-Nov-2022,1ra Ronda,E,Japon,0,1,Costa Rica
2022,26,27-Nov-2022,1ra Ronda,F,Belgica,0,2,Marruecos
2022,27,27-Nov-2022,1ra Ronda,F,Croacia,4,1,Canada
2022,28,27-Nov-2022,1ra Ronda,E,Espana,1,1,Alemania
2022,29,28-Nov-2022,1ra Ronda,G,Camerun,3,3,Serbia
2022,30,28-Nov-2022,1ra Ronda,H,Corea del Sur,2,3,Ghana
2022,31,28-Nov-2022,1ra Ronda,G,Brasil,1,0,Suiza
2022,32,28-Nov-2022,1ra Ronda,H,Portugal,2,0,Uruguay
2022,33,29-Nov-2022,1ra Ronda,A,Paises Bajos,2,0,Catar
2022,34,29-Nov-2022,1ra Ronda,A,Ecuador,1,2,Senegal
2022,35,29-Nov-2022,1ra Ronda,B,Gales,0,3,Inglaterra
2022,36,29-Nov-2022,1ra Ronda,B,Iran,0,1,Estados Unidos
2022,37,30-Nov-2022,1ra Ronda,D,Australia,1,0,Dinamarca
2022,38,30-Nov-2022,1ra Ronda,D,Tunez,1,0,Francia
2022,39,30-Nov-2022,1ra Ronda,C,Arabia Saudita,1,2,Mexico
2022,40,30-Nov-2022,1ra Ronda,C,Polonia,0,2,Argentina
2022,41,01-Dec-2022,1ra Ronda,F,Croacia,0,0,Belgica
2022,42,01-Dec-2022,1ra Ronda,F,Canada,1,2,Marruecos
2022,43,01-Dec-2022,1ra Ronda,E,Japon,2,1,Espana
2022,44,01-Dec-2022,1ra Ronda,E,Costa Rica,2,4,Alemania
2022,45,02-Dec-2022,1ra Ronda,H,Ghana,0,2,Uruguay
2022,46,02-Dec-2022,1ra Ronda,H,Corea del Sur,2,1,Portugal
2022,47,02-Dec-2022,1ra Ronda,G,Serbia,2,3,Suiza
2022,48,02-Dec-2022,1ra Ronda,G,Camerun,1,0,Brasil
2022,49,03-Dec-2022,Octavos,,Paises Bajos,3,1,Estados Unidos
2022,50,03-Dec-2022,Octavos,,Argentina,2,1,Australia
2022,51,04-Dec-2022,Octavos,,Inglaterra,3,0,Senegal
2022,52,04-Dec-2022,Octavos,,Francia,3,1,Polonia
2022,53,05-Dec-2022,Octavos,,Japon,1,1,Croacia
2022,54,05-Dec-2022,Octavos,,Brasil,4,1,Corea del Sur
2022,55,06-Dec-2022,Octavos,,Marruecos,0,0,Espana
2022,56,06-Dec-2022,Octavos,,Portugal,6,1,Suiza
2022,57,09-Dec-2022,Cuartos,,Paises Bajos,2,2,Argentina
2022,58,09-Dec-2022,Cuartos,,Croacia,1,1,Brasil
2022,59,10-Dec-2022,Cuartos,,Inglaterra,1,2,Francia
2022,60,10-Dec-2022,Cuartos,,Marruecos,1,0,Portugal
2022,61,13-Dec-2022,Semis,,Argentina,3,0,Croacia
2022,62,14-Dec-2022,Semis,,Francia,2,0,Marruecos
2022,63,17-Dec-2022,3er Puesto,,Croacia,2,1,Marruecos
2022,64,18-Dec-2022,Final,,Argentina,3,3,Francia
