anio,premio,categoria,ganador
1990,Balon,Oro,Salvatore Schillaci
1990,Balon,Plata,Lothar Matthaeus
1990,Balon,Bronce,Diego Maradona
1990,Botin,Oro,Salvatore Schillaci
1990,Mejor Jugador Joven,,Robert Prosinecki
1990,FIFA Fair Play,,Inglaterra
