anio,premio,categoria,ganador
1958,Equipo Ideal,Arquero,Harry Gregg
1958,Equipo Ideal,Defensores,Bellini
1958,Equipo Ideal,Defensores,Djalma Santos
1958,Equipo Ideal,Defensores,Nilton Santos
1958,Equipo Ideal,Mediocampistas,Danny Blanchflower
1958,Equipo Ideal,Mediocampistas,Didi
1958,Equipo Ideal,Mediocampistas,Gunnar Gren
1958,Equipo Ideal,Mediocampistas,Raymond Kopa
1958,Equipo Ideal,Delanteros,Just Fontaine
1958,Equipo Ideal,Delanteros,Garrincha
1958,Equipo Ideal,Delanteros,Pele
