anio,fase,grupo,seleccion
1958,1ra Ronda,1,Alemania Occidental
1958,1ra Ronda,1,Argentina
1958,1ra Ronda,1,Checoslovaquia
1958,1ra Ronda,1,Irlanda del Norte
1958,1ra Ronda,2,Escocia
1958,1ra Ronda,2,Francia
1958,1ra Ronda,2,Paraguay
1958,1ra Ronda,2,Yugoslavia
1958,1ra Ronda,3,Gales
1958,1ra Ronda,3,Hungria
1958,1ra Ronda,3,Mexico
1958,1ra Ronda,3,Suecia
1958,1ra Ronda,4,Austria
1958,1ra Ronda,4,Brasil
1958,1ra Ronda,4,Inglaterra
1958,1ra Ronda,4,URSS
