anio,numero_partido,fecha,fase,grupo,seleccion_local,goles_local,goles_visita,seleccion_visita
1958,1,08-Jun-1958,1ra Ronda,3,Hungria,1,1,Gales
1958,2,08-Jun-1958,1ra Ronda,1,Irlanda del Norte,1,0,Checoslovaquia
1958,3,08-Jun-1958,1ra Ronda,4,Brasil,3,0,Austria
1958,4,08-Jun-1958,1ra Ronda,2,Francia,7,3,Paraguay
1958,5,08-Jun-1958,1ra Ronda,1,Argentina,1,3,Alemania Occidental
1958,6,08-Jun-1958,1ra Ronda,4,URSS,2,2,Inglaterra
1958,7,08-Jun-1958,1ra Ronda,2,Yugoslavia,1,1,Escocia
1958,8,08-Jun-1958,1ra Ronda,3,Suecia,3,0,Mexico
1958,9,11-Jun-1958,1ra Ronda,2,Yugoslavia,3,2,Francia
1958,10,11-Jun-1958,1ra Ronda,2,Paraguay,3,2,Escocia
1958,11,11-Jun-1958,1ra Ronda,3,Mexico,1,1,Gales
1958,12,11-Jun-1958,1ra Ronda,1,Alemania Occidental,2,2,Checoslovaquia
1958,13,11-Jun-1958,1ra Ronda,4,URSS,2,0,Austria
1958,14,11-Jun-1958,1ra Ronda,1,Argentina,3,1,Irlanda del Norte
1958,15,11-Jun-1958,1ra Ronda,4,Brasil,0,0,Inglaterra
1958,16,12-Jun-1958,1ra Ronda,3,Suecia,2,1,Hungria
1958,17,15-Jun-1958,1ra Ronda,2,Francia,2,1,Escocia
1958,18,15-Jun-1958,1ra Ronda,3,Suecia,0,0,Gales
1958,19,15-Jun-1958,1ra Ronda,1,Alemania Occidental,2,2,Irlanda del Norte
1958,20,15-Jun-1958,1ra Ronda,2,Paraguay,3,3,Yugoslavia
1958,21,15-Jun-1958,1ra Ronda,4,Brasil,2,0,URSS
1958,22,15-Jun-1958,1ra Ronda,4,Inglaterra,2,2,Austria
1958,23,15-Jun-1958,1ra Ronda,3,Hungria,4,0,Mexico
1958,24,15-Jun-1958,1ra Ronda,1,Checoslovaquia,6,1,Argentina
1958,25,17-Jun-1958,1ra Ronda,1,Irlanda del Norte,2,1,Checoslovaquia
1958,26,17-Jun-1958,1ra Ronda,3,Gales,2,1,Hungria
1958,27,17-Jun-1958,1ra Ronda,4,URSS,1,0,Inglaterra
1958,28,19-Jun-1958,Cuartos,,Francia,4,0,Irlanda del Norte
1958,29,19-Jun-1958,Cuartos,,Alemania Occidental,1,0,Yugoslavia
1958,30,19-Jun-1958,Cuartos,,Brasil,1,0,Gales
1958,31,19-Jun-1958,Cuartos,,Suecia,2,0,URSS
1958,32,24-Jun-1958,Semis,,Alemania Occidental,1,3,Suecia
1958,33,24-Jun-1958,Semis,,Francia,2,5,Brasil
1958,34,28-Jun-1958,3er Puesto,,Alemania Occidental,3,6,Francia
1958,35,29-Jun-1958,Final,,Suecia,2,5,Brasil
