anio,premio,categoria,ganador
1994,Balon,Oro,Romario
1994,Balon,Plata,Roberto Baggio
1994,Balon,Bronce,Hristo Stoichkov
1994,Botin,Oro,Oleg Salenko
1994,Guante,Oro,Michel Preudhomme
1994,Mejor Jugador Joven,,Marc Overmars
1994,FIFA Fair Play,,Brasil
