anio,premio,categoria,ganador
2018,Balon,Oro,Luka Modric
2018,Balon,Plata,Eden Hazard
2018,Balon,Bronce,Antoine Griezmann
2018,Botin,Oro,Harry Kane
2018,Botin,Plata,Antoine Griezmann
2018,Botin,Bronce,Romelu Lukaku
2018,Guante,Oro,Thibaut Courtois
2018,Mejor Jugador Joven,,Kylian Mbappe
2018,FIFA Fair Play,,Espana
